age,job,marital,education,default,balance,housing,loan,campaign,day,month,duration,y
48,technician,single,secondary,no,957,no,no,5,26,aug,198,no
32,management,married,tertiary,no,5910,no,no,3,26,aug,75,no
32,management,married,tertiary,no,0,no,no,9,26,aug,104,no
36,management,divorced,tertiary,no,608,no,no,2,26,aug,125,no
36,technician,single,secondary,yes,0,no,yes,14,26,aug,109,no
40,management,single,tertiary,no,0,no,no,7,26,aug,58,no
36,unemployed,married,tertiary,no,154,no,no,7,26,aug,556,yes
40,management,married,tertiary,no,3160,no,no,4,26,aug,100,no
36,management,married,secondary,no,699,no,no,8,26,aug,20,no
45,management,married,tertiary,no,10,no,no,7,26,aug,133,no
38,technician,married,tertiary,no,-363,no,no,2,26,aug,101,no
50,blue-collar,married,secondary,yes,0,yes,no,5,26,aug,240,no
32,management,divorced,tertiary,no,387,no,no,4,26,aug,99,no
44,technician,married,secondary,no,7863,no,no,6,26,aug,59,no
41,management,divorced,tertiary,no,1757,no,no,13,26,aug,515,no
31,unknown,married,tertiary,no,526,no,no,13,26,aug,130,no
52,blue-collar,married,primary,no,359,no,no,14,26,aug,361,no
37,management,single,tertiary,no,0,no,no,6,26,aug,99,no
30,management,married,tertiary,no,20,no,no,10,26,aug,272,no
39,management,married,secondary,no,46,yes,no,10,26,aug,298,no
39,management,divorced,tertiary,no,373,no,no,4,26,aug,148,no
50,blue-collar,married,secondary,no,3558,no,no,10,26,aug,84,no
32,technician,married,secondary,no,485,no,no,14,26,aug,98,no
32,technician,single,tertiary,no,127,yes,no,17,27,aug,20,no
40,technician,divorced,secondary,no,6,no,no,16,27,aug,26,no
45,technician,divorced,tertiary,no,0,no,no,4,27,aug,58,no
34,management,single,tertiary,no,1612,no,no,22,27,aug,108,no
38,management,single,tertiary,no,1272,no,no,6,27,aug,101,no
50,housemaid,married,primary,no,0,no,no,3,27,aug,52,no
39,technician,married,secondary,no,462,no,no,4,27,aug,157,no
34,self-employed,single,secondary,no,296,no,no,13,27,aug,609,yes
33,technician,single,secondary,no,151,yes,no,6,27,aug,86,no
55,technician,divorced,tertiary,no,56,no,no,6,27,aug,94,no
31,management,single,tertiary,no,730,no,no,6,27,aug,108,no
45,technician,married,secondary,no,3460,no,no,4,27,aug,116,no
38,technician,single,tertiary,no,187,no,no,7,27,aug,87,no
50,self-employed,married,tertiary,no,1503,no,no,12,27,aug,128,no
51,blue-collar,married,secondary,no,285,yes,yes,8,27,aug,27,no
31,technician,divorced,tertiary,no,0,no,no,6,27,aug,581,yes
48,management,married,tertiary,no,567,no,no,34,27,aug,20,no
33,management,married,tertiary,no,0,no,no,4,27,aug,181,no
35,technician,married,secondary,no,0,no,no,14,27,aug,18,no
34,services,married,secondary,no,1632,no,no,6,27,aug,65,no
45,technician,divorced,tertiary,no,917,no,no,8,27,aug,144,no
35,technician,married,secondary,no,0,no,no,4,27,aug,106,no
51,services,married,unknown,no,3413,no,no,7,27,aug,146,no
49,management,married,tertiary,no,0,no,no,6,27,aug,56,no
48,entrepreneur,married,primary,no,386,no,yes,5,27,aug,185,no
37,management,married,tertiary,no,40,no,no,4,27,aug,1033,yes
58,admin.,married,secondary,no,0,no,no,13,27,aug,503,no
53,management,married,tertiary,no,2094,no,yes,6,27,aug,95,no
54,management,married,tertiary,no,656,yes,yes,6,27,aug,105,no
30,management,single,tertiary,no,60,no,no,3,27,aug,87,no
52,management,married,tertiary,no,1158,no,no,4,27,aug,57,no
49,blue-collar,married,secondary,no,2673,no,no,4,27,aug,219,no
55,retired,married,secondary,no,39,no,no,5,27,aug,281,no
37,technician,married,tertiary,no,143,no,no,6,27,aug,57,no
37,self-employed,married,secondary,no,487,no,yes,15,27,aug,155,no
59,retired,married,primary,no,-47,yes,no,4,27,aug,84,no
32,management,single,tertiary,no,1836,no,no,9,27,aug,96,no
49,blue-collar,married,secondary,no,-417,no,no,20,27,aug,13,no
59,retired,married,secondary,no,2396,no,no,6,27,aug,1040,yes
35,technician,divorced,secondary,no,1085,no,no,10,27,aug,130,no
41,management,married,tertiary,no,6563,no,no,8,27,aug,136,no
38,technician,married,tertiary,no,51,no,no,9,27,aug,39,no
51,technician,married,tertiary,no,1121,no,no,4,27,aug,68,no
52,management,divorced,tertiary,no,0,no,no,4,27,aug,153,no
55,services,married,unknown,no,2944,no,no,6,27,aug,672,yes
40,technician,married,secondary,no,336,no,no,6,27,aug,156,no
46,blue-collar,married,secondary,no,836,no,no,4,27,aug,199,no
38,management,married,tertiary,no,3724,yes,no,10,27,aug,23,no
40,management,married,tertiary,no,105,yes,yes,9,27,aug,166,no
38,technician,married,secondary,no,258,no,no,4,27,aug,181,no
47,admin.,married,secondary,no,1647,no,no,13,27,aug,39,no
31,management,married,tertiary,no,917,yes,no,9,27,aug,100,no
39,technician,single,tertiary,no,0,no,no,4,27,aug,147,no
59,housemaid,married,primary,no,0,no,no,11,27,aug,76,no
44,management,married,tertiary,no,-84,yes,no,6,27,aug,159,no
35,technician,single,secondary,no,344,no,no,16,27,aug,519,yes
42,management,single,tertiary,no,1,no,no,13,27,aug,223,no
42,technician,divorced,secondary,no,324,yes,no,2,27,aug,203,no
58,management,married,tertiary,no,2076,no,no,4,27,aug,49,no
33,management,single,tertiary,no,0,no,no,4,27,aug,191,no
31,management,single,secondary,no,36,no,no,2,27,aug,105,no
48,technician,married,secondary,no,98,no,no,4,27,aug,146,no
59,management,married,tertiary,no,0,no,no,4,27,aug,87,no
31,technician,married,tertiary,no,313,yes,no,2,27,aug,114,no
35,technician,married,tertiary,no,25,no,no,2,27,aug,219,no
33,management,single,tertiary,no,7084,no,no,8,27,aug,512,yes
48,management,married,tertiary,no,6748,no,no,3,27,aug,162,no
56,self-employed,married,tertiary,no,719,no,no,2,27,aug,236,no
41,management,married,tertiary,no,24,no,no,8,27,aug,130,no
36,technician,married,secondary,no,30,no,no,2,27,aug,111,no
48,admin.,married,secondary,no,35,no,no,4,27,aug,80,no
44,admin.,married,tertiary,no,6485,no,no,19,27,aug,85,no
38,management,married,tertiary,no,3228,no,no,8,27,aug,123,no
44,management,single,tertiary,no,639,no,no,12,27,aug,69,no
31,technician,single,secondary,no,46,no,no,6,27,aug,313,no
42,technician,divorced,tertiary,no,765,no,no,8,27,aug,78,no
35,management,single,tertiary,no,362,no,no,4,27,aug,256,no
36,management,single,tertiary,no,0,no,no,2,27,aug,134,no
43,management,married,tertiary,no,46,no,no,8,27,aug,63,no
31,technician,divorced,secondary,no,24,no,yes,2,27,aug,352,no
36,technician,married,secondary,no,25,no,no,4,27,aug,127,no
32,management,married,tertiary,no,2204,no,no,4,27,aug,123,no
53,unemployed,married,primary,no,49,no,no,8,27,aug,254,no
58,retired,married,primary,no,-102,yes,yes,10,27,aug,80,no
32,technician,single,secondary,no,1107,no,no,8,27,aug,113,no
41,technician,married,secondary,no,128,yes,no,2,27,aug,100,no
59,blue-collar,married,primary,no,699,no,no,6,27,aug,88,no
32,management,single,tertiary,no,0,no,no,2,27,aug,121,no
57,retired,married,secondary,no,63,no,no,2,27,aug,91,no
32,management,married,tertiary,no,0,no,no,2,27,aug,164,no
46,management,married,tertiary,no,0,no,no,2,27,aug,121,no
51,blue-collar,married,secondary,no,16,yes,yes,2,27,aug,145,no
31,technician,married,tertiary,no,11,no,no,2,27,aug,651,no
30,technician,single,secondary,no,0,no,no,2,27,aug,109,no
56,blue-collar,married,secondary,no,297,no,yes,16,27,aug,220,no
31,technician,divorced,secondary,no,-175,no,no,15,27,aug,9,no
33,technician,married,tertiary,no,1020,no,no,4,27,aug,82,no
46,management,divorced,secondary,no,0,no,no,5,27,aug,763,yes
48,technician,divorced,tertiary,no,2328,no,no,7,27,aug,129,no
30,technician,married,tertiary,no,569,no,no,12,27,aug,976,yes
47,services,married,primary,no,6,no,no,4,27,aug,63,no
52,technician,married,secondary,no,1697,no,yes,4,27,aug,549,no
33,technician,single,secondary,yes,-173,no,no,4,27,aug,342,no
34,management,single,tertiary,no,127,no,no,6,27,aug,63,no
51,blue-collar,married,primary,no,3726,no,yes,12,27,aug,119,no
40,entrepreneur,married,primary,no,324,yes,no,6,27,aug,205,no
38,technician,divorced,secondary,no,-453,no,yes,9,27,aug,15,no
56,blue-collar,married,secondary,no,605,no,yes,6,27,aug,157,no
31,technician,married,secondary,no,522,yes,yes,4,27,aug,308,no
34,technician,single,tertiary,no,-552,yes,no,12,27,aug,312,no
43,housemaid,married,tertiary,no,0,no,no,6,27,aug,103,no
43,technician,divorced,secondary,no,-414,no,no,4,27,aug,590,no
57,technician,married,secondary,no,104,no,no,5,27,aug,86,no
39,management,married,tertiary,no,1041,no,no,7,27,aug,116,no
45,blue-collar,married,primary,no,692,yes,yes,4,27,aug,102,no
60,technician,married,tertiary,no,91,no,no,4,27,aug,105,no
46,technician,married,unknown,no,312,no,no,4,27,aug,129,no
46,services,married,secondary,no,236,no,no,28,27,aug,320,no
35,technician,married,secondary,no,-1459,yes,no,14,27,aug,28,no
42,technician,married,secondary,no,314,no,no,22,27,aug,11,no
50,blue-collar,married,primary,no,157,no,no,4,27,aug,50,no
55,admin.,married,secondary,no,1232,no,no,7,27,aug,97,no
55,technician,married,secondary,no,570,no,no,6,27,aug,94,no
33,unemployed,divorced,secondary,no,385,no,no,28,27,aug,29,no
54,blue-collar,married,primary,no,946,no,no,9,27,aug,116,no
31,management,married,tertiary,no,607,no,no,5,27,aug,200,no
41,admin.,married,secondary,no,875,no,yes,6,27,aug,247,no
55,blue-collar,married,secondary,no,328,no,yes,4,27,aug,335,no
46,management,married,secondary,no,0,no,no,6,27,aug,38,no
52,technician,married,secondary,no,470,no,no,8,27,aug,60,no
34,management,single,tertiary,no,-2,no,no,6,27,aug,57,no
56,retired,married,primary,no,-1,no,no,23,27,aug,89,no
44,technician,single,secondary,no,-34,no,yes,13,27,aug,14,no
46,admin.,married,secondary,no,979,no,no,15,27,aug,34,no
39,management,divorced,tertiary,no,81,yes,yes,4,27,aug,49,no
49,management,married,tertiary,no,2809,yes,no,9,27,aug,152,no
36,management,married,tertiary,no,0,no,no,9,27,aug,645,yes
40,management,single,tertiary,no,269,yes,no,4,27,aug,97,no
34,technician,married,secondary,no,1057,no,yes,10,27,aug,176,no
60,services,married,primary,no,0,no,no,9,27,aug,114,no
45,technician,married,secondary,no,34,no,no,7,27,aug,96,no
38,student,married,secondary,no,134,no,no,8,27,aug,91,no
38,self-employed,married,tertiary,no,526,no,no,11,27,aug,86,no
32,self-employed,single,secondary,no,356,yes,no,6,27,aug,511,no
32,admin.,married,tertiary,no,157,no,no,4,27,aug,300,no
43,technician,married,secondary,no,-705,yes,no,6,27,aug,125,no
36,self-employed,married,secondary,no,96,no,no,15,27,aug,125,no
58,retired,married,secondary,no,413,no,no,5,27,aug,104,no
31,self-employed,single,tertiary,no,1788,no,no,15,27,aug,212,no
58,retired,married,unknown,no,911,no,no,4,27,aug,178,no
42,technician,married,secondary,no,9324,no,no,4,27,aug,67,no
35,technician,married,secondary,no,198,no,no,13,27,aug,282,no
30,management,single,tertiary,no,2,no,no,21,27,aug,19,no
36,management,married,tertiary,no,0,no,no,11,27,aug,558,no
42,self-employed,married,secondary,no,105,no,no,4,27,aug,85,no
59,technician,divorced,secondary,no,330,no,no,5,27,aug,27,no
30,technician,single,secondary,no,194,no,yes,3,27,aug,60,no
33,technician,married,tertiary,no,48,no,no,14,27,aug,34,no
47,blue-collar,married,primary,no,209,no,no,6,27,aug,77,no
38,management,single,tertiary,no,194,no,no,2,27,aug,561,no
51,blue-collar,married,primary,yes,-17,no,no,6,27,aug,134,no
31,blue-collar,single,secondary,no,183,no,no,4,27,aug,120,no
46,self-employed,married,primary,no,49,no,no,6,27,aug,197,no
37,technician,divorced,tertiary,no,39,no,no,3,27,aug,74,no
34,technician,single,secondary,no,391,no,no,8,27,aug,214,no
44,management,married,tertiary,no,1138,no,no,3,27,aug,523,yes
53,self-employed,married,tertiary,no,837,no,no,4,27,aug,160,no
30,management,single,tertiary,no,890,no,no,18,27,aug,16,no
59,retired,married,primary,no,213,no,no,3,27,aug,184,no
49,blue-collar,married,secondary,no,24,no,yes,3,27,aug,168,no
48,technician,married,secondary,no,164,no,no,4,27,aug,76,no
47,technician,divorced,secondary,no,598,no,no,8,27,aug,120,no
44,housemaid,married,secondary,no,2541,no,no,3,27,aug,138,no
34,management,married,tertiary,no,255,no,no,9,27,aug,78,no
34,management,divorced,tertiary,no,0,yes,no,7,27,aug,36,no
41,technician,married,secondary,no,417,no,no,3,27,aug,77,no
49,technician,married,secondary,yes,410,no,no,7,27,aug,117,no
37,housemaid,married,primary,no,309,no,no,15,27,aug,11,no
32,management,divorced,tertiary,no,4393,no,no,3,27,aug,88,no
51,services,married,secondary,no,7,no,no,18,27,aug,18,no
41,management,married,tertiary,yes,852,yes,yes,10,27,aug,157,no
55,retired,married,secondary,no,120,no,no,3,27,aug,43,no
32,technician,married,tertiary,no,1868,no,no,16,27,aug,186,no
42,technician,divorced,tertiary,no,2517,no,no,17,27,aug,569,no
32,technician,single,secondary,no,1165,no,no,23,27,aug,19,no
48,blue-collar,married,primary,no,2321,no,no,7,27,aug,218,no
58,self-employed,married,tertiary,no,0,no,no,28,27,aug,16,no
31,management,married,tertiary,no,382,no,no,19,27,aug,43,no
39,management,single,tertiary,no,816,yes,no,3,27,aug,37,no
42,self-employed,married,tertiary,no,6383,no,no,5,27,aug,111,no
36,technician,divorced,secondary,no,54,yes,no,3,27,aug,1642,yes
44,technician,married,secondary,no,682,no,no,3,27,aug,85,no
58,services,married,secondary,no,1905,no,no,5,27,aug,202,no
51,housemaid,married,secondary,no,260,no,no,5,27,aug,316,no
30,management,single,tertiary,no,168,no,no,13,27,aug,35,no
31,technician,single,tertiary,no,4979,no,yes,2,27,aug,33,no
56,services,married,secondary,no,83,no,no,11,27,aug,26,no
31,management,single,tertiary,no,347,yes,no,6,27,aug,59,no
32,technician,married,secondary,no,616,yes,no,7,27,aug,118,no
57,blue-collar,married,secondary,no,1859,yes,no,5,27,aug,72,no
48,management,married,tertiary,no,2460,no,no,11,27,aug,106,no
32,technician,single,secondary,no,5118,yes,no,12,27,aug,263,no
33,management,single,tertiary,no,1374,yes,yes,12,27,aug,93,no
54,management,married,tertiary,no,2437,no,no,8,27,aug,1176,no
50,blue-collar,married,primary,no,334,no,no,3,27,aug,79,no
30,management,single,tertiary,no,-218,yes,no,15,27,aug,13,no
30,management,married,tertiary,no,0,yes,no,4,27,aug,453,no
54,management,divorced,tertiary,no,124,no,no,11,27,aug,119,no
54,self-employed,married,unknown,no,204,no,no,5,27,aug,231,no
56,management,divorced,tertiary,no,321,no,no,4,27,aug,49,no
38,housemaid,married,primary,no,3918,no,no,3,27,aug,101,no
45,self-employed,married,tertiary,no,424,no,no,8,27,aug,141,no
50,management,married,secondary,no,0,no,no,7,27,aug,97,no
58,retired,married,secondary,no,235,no,no,4,27,aug,88,no
50,services,married,secondary,no,60,no,yes,8,27,aug,151,no
55,management,married,tertiary,no,1713,no,no,5,27,aug,88,no
32,technician,single,secondary,no,109,no,no,3,27,aug,101,no
50,blue-collar,married,secondary,no,0,no,no,3,27,aug,78,no
53,technician,divorced,secondary,no,28,no,no,9,27,aug,293,no
43,management,married,tertiary,yes,0,no,no,19,27,aug,25,no
48,technician,divorced,secondary,yes,20,no,no,3,27,aug,145,no
37,blue-collar,single,secondary,no,243,no,no,10,27,aug,167,no
43,housemaid,married,secondary,no,2220,no,no,3,27,aug,177,no
46,admin.,married,secondary,no,68,yes,no,3,27,aug,267,no
37,management,married,tertiary,no,5065,no,no,19,27,aug,23,no
35,management,married,tertiary,no,753,no,no,9,27,aug,111,no
36,services,married,secondary,no,84,no,no,3,27,aug,206,no
53,management,married,tertiary,no,12,no,no,10,27,aug,345,no
33,technician,married,secondary,no,1940,no,no,10,27,aug,46,no
31,technician,married,secondary,no,171,no,no,3,27,aug,81,no
32,technician,single,tertiary,no,930,no,no,7,27,aug,85,no
31,management,single,tertiary,no,0,no,no,3,27,aug,448,no
40,management,single,tertiary,no,27,no,no,6,27,aug,165,no
50,technician,divorced,secondary,no,376,no,no,3,27,aug,142,no
32,admin.,single,tertiary,no,725,no,no,4,27,aug,53,no
40,technician,married,secondary,no,4594,no,no,5,27,aug,296,no
39,management,single,tertiary,no,5976,no,no,2,27,aug,113,no
53,management,divorced,tertiary,no,253,no,no,6,27,aug,202,no
37,management,married,secondary,no,80,no,no,3,27,aug,155,no
33,technician,married,tertiary,no,148,no,no,20,27,aug,15,no
39,management,single,secondary,no,113,yes,no,9,27,aug,23,no
40,management,married,secondary,yes,-1545,no,no,13,27,aug,70,no
34,admin.,married,secondary,no,510,no,no,7,27,aug,33,no
30,management,single,tertiary,no,4,no,no,3,27,aug,51,no
34,technician,single,tertiary,yes,-1,no,no,13,27,aug,787,no
56,technician,married,secondary,no,4073,no,no,5,27,aug,239,no
31,technician,single,secondary,no,137,no,no,14,27,aug,27,no
37,entrepreneur,married,tertiary,no,298,no,no,5,27,aug,183,no
34,management,single,tertiary,no,682,no,no,3,27,aug,472,no
37,housemaid,single,tertiary,no,206,no,no,5,27,aug,115,no
49,management,married,tertiary,no,276,no,no,5,27,aug,62,no
50,housemaid,married,primary,no,238,no,no,5,27,aug,968,no
55,admin.,married,secondary,no,356,no,no,6,27,aug,554,no
52,admin.,married,secondary,no,190,no,no,3,27,aug,276,no
48,management,married,tertiary,no,0,no,no,7,27,aug,203,no
40,self-employed,married,secondary,yes,2,no,no,3,27,aug,158,no
37,technician,married,secondary,no,430,no,no,4,27,aug,154,no
40,technician,married,secondary,yes,4,no,no,3,27,aug,145,no
47,management,married,tertiary,no,-315,yes,yes,9,27,aug,112,no
47,blue-collar,married,tertiary,no,1707,no,no,7,27,aug,71,no
54,blue-collar,married,secondary,no,-102,yes,no,7,27,aug,164,no
33,management,single,tertiary,no,627,no,no,5,27,aug,61,no
39,management,married,secondary,no,0,yes,no,3,27,aug,63,no
32,self-employed,married,tertiary,no,518,no,no,5,27,aug,462,no
38,unemployed,single,secondary,no,0,no,no,3,27,aug,44,no
45,blue-collar,married,secondary,no,534,no,no,6,27,aug,104,no
35,entrepreneur,married,tertiary,no,1194,no,yes,10,28,aug,34,no
38,technician,married,secondary,no,0,no,no,4,28,aug,82,no
56,self-employed,married,secondary,no,1539,no,no,14,28,aug,149,no
30,management,single,secondary,no,7870,yes,no,7,28,aug,82,no
30,technician,single,tertiary,no,849,no,no,4,28,aug,81,no
33,management,single,tertiary,no,2637,no,no,17,28,aug,583,yes
58,management,single,tertiary,no,21,no,no,19,28,aug,315,no
33,management,married,tertiary,no,1138,no,no,4,28,aug,73,no
31,technician,single,secondary,no,201,no,no,9,28,aug,100,no
50,admin.,married,secondary,no,715,no,no,13,28,aug,131,no
47,technician,married,secondary,no,65,no,no,8,28,aug,118,no
33,management,single,tertiary,no,5943,no,no,8,28,aug,81,no
48,admin.,married,secondary,no,844,no,no,21,28,aug,12,no
32,management,single,tertiary,no,2629,no,no,4,28,aug,77,no
33,management,single,tertiary,no,0,no,no,10,28,aug,236,no
46,services,married,secondary,no,-11,yes,no,6,28,aug,74,no
43,technician,divorced,secondary,no,-278,no,no,8,28,aug,103,no
